¼øÀ§,¼±¼ö¸í,ÆÀ¸í,WAR,°æ±â,Å¸¼®,Å¸¼ö,µæÁ¡,¾ÈÅ¸,2·çÅ¸,3·çÅ¸,È¨·±,·çÅ¸,Å¸Á¡,µµ·ç,µµ·ç½ÇÆÐ,º¼³Ý,»ç±¸,°íÀÇ»ç±¸,»ïÁø,º´»ìÅ¸,Èñ»ýÅ¸,Èñ»ýÇÃ¶óÀÌ,Å¸À²,Ãâ·çÀ²,ÀåÅ¸À²,OPS,wOBA,wRC+,WAR2,WPA,¿¬µµ
26,¹Ú°æ¿Ï,05SC,2.75,114,425,347,43,85,17,0,11,135,44,1,4,57,7,7,100,6,8,6,0.245,0.357,0.389,0.746,0.335,101.2,2.75,,2005
27,ºê¸®¶Ç,05ÇÑSS,2.74,78,308,287,34,82,14,0,17,147,43,0,1,11,8,0,45,11,0,2,0.286,0.328,0.512,0.84,0.374,127.3,2.74,,2005
28,±èÇÑ¼ö,05»ï1B,2.69,114,465,406,55,119,18,0,15,182,73,1,0,35,18,3,68,9,3,3,0.293,0.372,0.448,0.821,0.372,126.9,2.69,,2005
29,È«¼ºÈç,05µÎC,2.68,115,433,394,41,107,17,0,11,157,74,2,2,29,3,0,57,17,4,3,0.272,0.324,0.398,0.723,0.329,97.2,2.68,,2005
30,È«¼¼¿Ï,05KSS,2.67,90,386,345,45,98,15,1,9,142,46,7,7,36,2,3,41,15,1,2,0.284,0.353,0.412,0.765,0.35,111.3,2.67,,2005
1,ÀÌ´ëÈ£,06·Ô1B,6.52,122,499,443,71,149,26,0,26,253,88,0,1,39,16,5,55,11,0,1,0.336,0.409,0.571,0.98,0.445,192.4,6.52,,2006
2,¾çÁØÇõ,06»ïDH,5.45,126,533,413,63,125,31,1,13,197,81,12,7,103,9,10,43,11,1,7,0.303,0.446,0.477,0.923,0.421,172.7,5.45,,2006
3,ÀÌ¿ë±Ô,06KRF,5.17,125,552,485,78,154,25,9,1,200,39,38,11,50,9,3,48,6,7,1,0.318,0.391,0.412,0.803,0.372,137.2,5.17,,2006
4,ÀÌÅÃ±Ù,06ÇöCF,5.17,118,486,419,58,135,21,2,9,187,66,8,6,45,9,1,51,6,9,4,0.322,0.396,0.446,0.843,0.385,147.1,5.17,,2006
5,¹Ú¿ëÅÃ,06LLF,5.06,126,534,476,69,140,26,3,16,220,64,25,3,50,2,6,93,7,1,4,0.294,0.361,0.462,0.823,0.375,140.2,5.06,,2006
6,µ¥ÀÌºñ½º,06ÇÑCF,4.98,117,479,415,62,118,21,0,21,202,74,7,6,55,4,7,85,10,0,5,0.284,0.37,0.487,0.856,0.388,147.3,4.98,,2006
7,Àå¼ºÈ£,06K1B,4.95,126,540,445,62,136,24,2,13,203,79,6,3,83,3,10,38,5,3,6,0.306,0.413,0.456,0.87,0.397,154.8,4.95,,2006
8,¹ÚÁø¸¸,06»ïSS,4.9,115,452,382,54,108,22,1,11,165,65,10,6,56,7,0,74,6,2,5,0.283,0.38,0.432,0.812,0.377,141.1,4.9,,2006
9,¹ÚÇÑÀÌ,06»ïCF,4.89,126,567,471,89,134,21,2,6,177,43,15,10,80,6,4,62,11,7,3,0.285,0.393,0.376,0.769,0.36,128.9,4.89,,2006
10,¹ÚÀçÈ«,06SCF,4.8,124,529,452,61,117,22,1,18,195,73,22,8,63,6,4,87,13,2,6,0.259,0.353,0.431,0.784,0.36,129.7,4.8,,2006
11,ÀÌ¹üÈ£,06ÇÑ3B,4.75,126,497,421,53,108,25,1,20,195,73,0,2,65,7,2,87,11,1,3,0.257,0.363,0.463,0.826,0.379,141.1,4.75,,2006
12,È£¼¼,06·ÔDH,4.47,122,504,415,59,115,21,0,22,202,78,3,2,84,2,5,83,13,0,3,0.277,0.399,0.487,0.886,0.405,163.0,4.47,,2006
13,±èÅÂ±Õ,06ÇÑ1B,4.41,124,511,423,66,123,27,0,13,189,73,2,0,82,2,1,89,18,0,4,0.291,0.405,0.447,0.852,0.397,153.3,4.41,,2006
14,Á¤±Ù¿ì,06S2B,4.21,120,487,430,69,122,19,4,8,173,42,45,10,36,4,1,60,3,13,4,0.284,0.342,0.402,0.744,0.337,113.0,4.21,,2006
15,Á¤¼ºÈÆ,06Çö3B,4.2,122,492,416,56,121,26,0,13,186,66,3,4,49,7,4,43,15,12,8,0.291,0.369,0.447,0.816,0.365,132.7,4.2,,2006
16,ÀÌº´±Ô,06LCF,3.83,120,515,478,51,142,29,1,7,194,55,3,2,31,4,5,65,8,1,1,0.297,0.344,0.406,0.75,0.347,120.0,3.83,,2006
17,È«¼ºÈç,06µÎC,3.65,119,424,390,36,112,16,0,10,158,56,1,1,26,4,1,49,10,2,2,0.287,0.337,0.405,0.742,0.344,117.8,3.65,,2006
18,¾È°æÇö,06µÎ1B,3.54,125,499,423,45,120,21,0,15,186,70,3,1,50,16,2,45,19,5,5,0.284,0.377,0.44,0.816,0.376,140.4,3.54,,2006
19,±èÀçÇö,06SDH,3.36,109,441,356,42,102,16,1,8,144,51,5,2,76,6,3,56,10,1,2,0.287,0.418,0.404,0.823,0.388,150.4,3.36,,2006
20,ÀÌÁ¾¿í,06µÎLF,3.35,120,448,388,76,110,14,6,1,139,32,51,7,40,7,2,60,1,11,1,0.284,0.36,0.358,0.718,0.332,108.5,3.35,,2006
21,¹Ú°æ¿Ï,06SC,3.24,111,380,324,38,82,13,0,13,134,51,2,2,37,9,5,91,5,6,4,0.253,0.342,0.414,0.756,0.342,116.7,3.24,,2006
22,¼ÛÁö¸¸,06ÇöRF,3.21,119,510,441,76,119,16,0,16,183,53,8,3,43,13,1,69,10,12,1,0.27,0.351,0.415,0.766,0.351,122.1,3.21,,2006
23,Áø°©¿ë,06»ïC,3.19,110,408,358,28,103,22,0,6,143,47,1,2,29,5,0,37,18,9,7,0.288,0.343,0.399,0.743,0.339,113.5,3.19,,2006
24,¼­Æ°,06ÇöDH,3.17,93,394,331,50,88,18,1,18,162,61,0,0,59,2,2,72,9,0,2,0.266,0.378,0.489,0.868,0.397,155.2,3.17,,2006
25,ÀÌÀçÁÖ,06KDH,2.82,115,436,377,38,107,26,0,13,172,59,1,1,52,2,1,78,13,1,4,0.284,0.37,0.456,0.826,0.381,143.5,2.82,,2006
26,°­¹ÎÈ£,06·ÔC,2.63,126,460,410,40,103,20,0,9,150,53,4,1,23,11,2,78,5,14,2,0.251,0.307,0.366,0.673,0.305,89.4,2.63,,2006
27,¸¶ÀÌ·Î¿ì,06·ÔLF,2.61,70,269,208,42,48,9,1,12,95,30,0,2,52,6,0,74,2,1,2,0.231,0.396,0.457,0.852,0.394,155.0,2.61,,2006
28,±èµ¿¼ö,06ÇöC,2.6,115,391,333,38,93,12,0,5,120,40,3,1,29,8,3,39,10,17,4,0.279,0.348,0.36,0.708,0.318,99.1,2.6,,2006
29,¼Õ½ÃÇå,06µÎSS,2.59,126,462,404,29,108,16,4,2,138,34,2,3,35,10,1,48,5,11,2,0.267,0.339,0.342,0.681,0.316,97.6,2.59,,2006
30,Å¬¸®¾î,06ÇÑ2B,2.5,93,323,284,37,77,14,0,7,112,25,6,4,33,5,0,60,9,0,1,0.271,0.356,0.394,0.75,0.354,123.8,2.5,,2006
1,±èµ¿ÁÖ,07µÎ3B,7.42,119,481,382,68,123,24,0,19,204,78,11,2,83,14,11,55,10,0,2,0.322,0.457,0.534,0.991,0.449,184.7,7.42,,2007
2,ÀÌ´ëÈ£,07·Ô1B,7.0,121,514,415,79,139,21,1,29,249,87,1,0,81,13,25,55,9,0,5,0.335,0.453,0.6,1.053,0.461,194.2,7.0,,2007
3,¾çÁØÇõ,07»ïDH,6.72,123,544,442,78,149,34,0,22,249,72,20,8,91,7,15,44,12,1,2,0.337,0.456,0.563,1.019,0.455,187.9,6.72,,2007
4,ºê·ë¹Ù,07ÇöDH,5.56,126,547,438,75,135,13,0,29,235,87,3,2,100,4,12,70,17,0,5,0.308,0.437,0.537,0.974,0.437,174.1,5.56,,2007
5,ÀÌÁ¾¿í,07µÎCF,5.34,123,528,465,84,147,20,12,1,194,46,47,14,48,4,0,74,6,6,4,0.316,0.382,0.417,0.799,0.369,127.9,5.34,,2007
6,½ÉÁ¤¼ö,07»ïLF,5.16,124,515,427,64,110,17,0,31,220,101,6,0,83,3,1,113,10,0,2,0.258,0.381,0.515,0.896,0.406,153.8,5.16,,2007
7,Å©·çÁî,07ÇÑDH,5.1,121,498,418,68,134,30,0,22,230,85,1,0,69,7,6,73,15,0,4,0.321,0.422,0.55,0.972,0.438,174.1,5.1,,2007
8,°í¿µ¹Î,07µÎ2B,4.91,126,536,444,89,119,29,1,12,186,66,36,10,61,17,1,105,9,8,6,0.268,0.373,0.419,0.792,0.365,124.7,4.91,,2007
9,Á¤±Ù¿ì,07SSS,4.88,111,391,341,62,110,24,2,9,165,44,24,10,35,6,0,44,6,9,0,0.323,0.395,0.484,0.879,0.398,149.1,4.88,,2007
10,±èÅÂ±Õ,07ÇÑ1B,4.48,118,491,393,62,114,13,0,21,190,85,2,1,90,2,4,70,13,0,6,0.29,0.42,0.483,0.903,0.414,157.5,4.48,,2007
11,ÀÌÅÃ±Ù,07ÇöCF,4.42,116,495,438,74,137,15,1,11,187,56,6,1,39,11,5,41,10,5,2,0.313,0.382,0.427,0.809,0.372,129.2,4.42,,2007
12,¹ÚÁø¸¸,07»ïSS,4.42,100,400,333,35,104,25,0,7,150,56,5,3,53,4,2,38,5,5,5,0.312,0.408,0.45,0.858,0.393,144.4,4.42,,2007
13,ÀÌÇö°ï,07K3B,4.39,126,521,453,63,153,31,0,2,190,48,4,2,43,3,0,61,11,13,8,0.338,0.393,0.419,0.812,0.37,128.2,4.39,,2007
14,Á¤¼ºÈÆ,07Çö3B,4.15,122,503,445,59,129,29,1,16,208,76,1,2,40,8,5,66,9,7,3,0.29,0.357,0.467,0.824,0.371,128.0,4.15,,2007
15,¹Ú°æ¿Ï,07SC,3.94,119,437,352,60,87,21,1,15,155,60,6,3,55,10,4,68,9,11,9,0.247,0.357,0.44,0.797,0.354,117.5,3.94,,2007
16,ÀÌ¹üÈ£,07ÇÑ3B,3.9,126,505,418,57,103,14,0,21,180,63,2,0,72,5,1,73,14,6,4,0.246,0.361,0.431,0.791,0.363,122.5,3.9,,2007
17,Á¶ÀÎ¼º,07LC,3.68,124,464,419,44,118,24,0,13,181,73,1,1,30,4,3,61,8,6,5,0.282,0.332,0.432,0.764,0.345,110.7,3.68,,2007
18,¹ßµ¥½º,07LRF,3.37,116,512,435,50,123,15,0,13,177,72,4,1,70,2,4,49,14,0,5,0.283,0.381,0.407,0.788,0.368,127.1,3.37,,2007
19,ÀÌ´ëÇü,07LCF,3.35,125,509,451,68,139,13,1,1,157,31,53,20,38,5,1,54,3,13,2,0.308,0.367,0.348,0.715,0.334,102.4,3.35,,2007
20,°­¹ÎÈ£,07·ÔC,3.32,125,474,413,48,112,20,0,14,174,68,1,4,37,4,1,88,10,17,3,0.271,0.335,0.421,0.756,0.337,105.2,3.32,,2007
21,¹Ú¿ëÅÃ,07LLF,3.23,126,532,479,69,133,24,4,14,207,66,20,2,43,1,6,83,7,4,5,0.278,0.335,0.432,0.767,0.347,111.9,3.23,,2007
22,ÃÖÁ¤,07S3B,3.15,122,462,408,49,109,19,1,16,178,66,8,7,33,11,1,84,3,9,1,0.267,0.338,0.436,0.774,0.351,115.1,3.15,,2007
23,ÃÖµ¿¼ö,07L1B,3.09,125,493,431,49,132,23,0,12,191,58,1,1,48,5,2,52,16,3,6,0.306,0.378,0.443,0.821,0.377,133.7,3.09,,2007
24,ÀÌÁø¿µ,07SRF,3.08,80,248,220,40,77,10,3,7,114,42,6,0,22,2,1,20,2,3,1,0.35,0.412,0.518,0.93,0.421,166.2,3.08,,2007
25,ÀÌÈ£ÁØ,07S1B,3.01,101,391,351,56,110,22,1,14,176,71,3,6,31,3,0,59,13,0,6,0.313,0.368,0.501,0.87,0.396,147.7,3.01,,2007
26,¹ÚÀçÈ«,07SRF,2.98,115,400,347,53,97,19,1,17,169,54,10,7,41,4,6,52,5,1,7,0.28,0.356,0.487,0.843,0.377,133.9,2.98,,2007
27,Àå¼ºÈ£,07K1B,2.94,116,464,395,55,111,22,0,11,166,62,9,4,63,3,3,30,10,0,3,0.281,0.382,0.42,0.802,0.374,130.8,2.94,,2007
28,¹ÚÇö½Â,07·Ô2B,2.92,91,360,302,55,98,14,0,3,121,33,1,3,33,10,0,59,9,6,9,0.325,0.398,0.401,0.799,0.37,129.1,2.92,,2007
29,¼ÛÁö¸¸,07ÇöLF,2.88,120,478,413,54,116,25,0,15,186,64,10,4,44,6,5,68,12,10,5,0.281,0.355,0.45,0.805,0.36,120.5,2.88,,2007
30,ÀÌ¿ë±Ô,07KCF,2.67,118,491,439,61,123,17,8,0,156,27,17,11,37,7,0,40,4,5,3,0.28,0.344,0.355,0.699,0.328,98.7,2.67,,2007
1,±èÇö¼ö,08µÎLF,7.14,126,558,470,83,168,34,5,9,239,89,13,8,80,5,1,40,12,0,2,0.357,0.454,0.509,0.963,0.446,176.5,7.14,,2008
2,±èÅÂ±Õ,08ÇÑ1B,6.14,115,484,410,81,133,27,1,31,255,92,2,0,64,5,4,67,8,0,5,0.324,0.417,0.622,1.039,0.461,183.4,6.14,,2008
3,Á¶¼ºÈ¯,08·Ô2B,5.82,123,525,462,79,151,27,3,10,214,81,31,3,37,11,0,81,6,4,11,0.327,0.382,0.463,0.845,0.387,136.6,5.82,,2008
4,ÀÌ´ëÈ£,08·Ô3B,5.51,122,527,435,73,131,23,0,18,208,94,0,1,62,18,4,56,9,0,12,0.301,0.4,0.478,0.879,0.402,147.1,5.51,,2008
5,ÃÖÁ¤,08S3B,5.4,114,476,406,77,133,24,1,12,195,61,19,8,41,17,2,58,7,10,2,0.328,0.41,0.48,0.89,0.405,148.5,5.4,,2008
6,°­¹ÎÈ£,08·ÔC,5.37,122,501,435,51,127,25,1,19,211,82,2,4,49,7,1,77,13,0,10,0.292,0.365,0.485,0.85,0.387,136.5,5.37,,2008
7,¹ÚÀçÈ«,08SRF,5.34,112,471,396,66,126,26,2,19,213,72,5,6,69,3,4,66,14,0,3,0.318,0.42,0.538,0.958,0.435,169.3,5.34,,2008
8,±èµ¿ÁÖ,08µÎ3B,5.18,109,451,363,55,112,12,2,18,182,104,2,2,63,12,5,54,11,0,13,0.309,0.415,0.501,0.916,0.415,154.9,5.18,,2008
9,ÀÌ¹üÈ£,08ÇÑ3B,5.15,125,508,434,80,120,21,3,19,204,77,12,1,61,9,0,50,18,0,4,0.277,0.374,0.47,0.844,0.389,136.1,5.15,,2008
10,°í¿µ¹Î,08µÎ2B,4.65,126,528,427,84,114,15,3,9,162,70,39,9,74,14,0,109,10,7,6,0.267,0.388,0.379,0.767,0.363,119.1,4.65,,2008
11,ÀÌÅÃ±Ù,08È÷CF,4.6,110,428,372,59,118,19,1,12,175,58,18,6,48,4,4,44,10,1,3,0.317,0.398,0.47,0.869,0.4,143.0,4.6,,2008
12,Á¤±Ù¿ì,08S2B,4.57,124,550,491,73,154,20,4,8,206,58,40,20,46,3,1,53,9,6,4,0.314,0.373,0.42,0.793,0.367,122.6,4.57,,2008
13,°¡¸£½Ã¾Æ,08·ÔRF,4.55,125,513,460,68,130,25,2,30,249,111,2,1,48,3,6,100,10,0,2,0.283,0.353,0.541,0.894,0.399,144.9,4.55,,2008
14,Å¬¶ô,08ÇÑCF,4.44,125,546,472,96,116,25,3,22,213,79,25,5,63,5,4,78,8,1,5,0.246,0.338,0.451,0.789,0.359,115.8,4.44,,2008
15,¹Ú¼®¹Î,08»ï3B,4.33,126,499,416,65,116,27,1,14,187,64,2,3,61,12,1,84,15,8,2,0.279,0.385,0.45,0.834,0.383,132.4,4.33,,2008
16,ÀÌÁ¾¿í,08µÎCF,4.29,122,522,458,98,138,14,5,0,162,28,47,8,52,4,2,53,4,6,2,0.301,0.376,0.354,0.73,0.346,107.8,4.29,,2008
17,ÀÌ¿ë±Ô,08KCF,4.23,106,473,417,62,130,24,6,0,166,38,28,9,47,3,1,37,4,6,0,0.312,0.385,0.398,0.784,0.367,122.1,4.23,,2008
18,¹ÚÇÑÀÌ,08»ïCF,3.98,104,442,370,57,117,17,2,4,150,41,5,6,63,1,1,37,6,5,3,0.316,0.414,0.405,0.82,0.386,134.4,3.98,,2008
19,ÃÖÇü¿ì,08»ïRF,3.52,126,440,384,68,106,24,0,19,187,71,3,0,48,6,2,76,9,0,2,0.276,0.364,0.487,0.851,0.389,136.4,3.52,,2008
20,¹Ú°æ¿Ï,08SC,3.23,101,370,304,44,83,17,0,7,121,36,6,4,48,6,0,64,8,7,5,0.273,0.377,0.398,0.775,0.36,117.5,3.23,,2008
21,±èÀçÇö,08SDH,3.23,108,364,297,46,92,17,3,10,145,60,4,3,59,4,2,40,12,0,4,0.31,0.426,0.488,0.914,0.421,159.8,3.23,,2008
22,ÆäÅ¸Áö´Ï,08L1B,3.16,68,259,216,29,75,17,1,7,115,35,1,0,40,2,1,26,5,0,1,0.347,0.452,0.532,0.984,0.452,180.8,3.16,,2008
23,±èÁÖÂù,08·ÔCF,3.08,104,458,412,75,129,16,7,1,162,42,32,18,24,8,0,61,6,9,5,0.313,0.359,0.393,0.752,0.347,108.5,3.08,,2008
24,Àå¼ºÈ£,08K1B,2.79,85,352,293,39,89,17,1,7,129,46,15,5,53,3,6,25,11,0,3,0.304,0.412,0.44,0.852,0.395,141.3,2.79,,2008
25,±è¿ø¼·,08KLF,2.76,106,404,344,55,105,14,4,0,127,30,21,8,51,3,1,50,3,4,2,0.305,0.398,0.369,0.767,0.365,120.7,2.76,,2008
26,¾ÈÄ¡¿ë,08LRF,2.6,101,421,370,46,109,27,3,7,163,52,7,2,39,0,1,79,6,3,9,0.295,0.354,0.441,0.795,0.362,118.8,2.6,,2008
27,¹Ú±âÇõ,08·ÔSS,2.52,113,404,351,47,102,13,1,1,120,36,16,7,40,2,0,47,6,8,3,0.291,0.364,0.342,0.706,0.334,99.1,2.52,,2008
28,Áø°©¿ë,08»ïC,2.44,105,313,272,34,76,7,0,11,116,45,1,1,30,1,3,41,6,6,4,0.279,0.349,0.426,0.775,0.349,109.8,2.44,,2008
29,±èÅÂ¿Ï,08ÇÑDH,2.44,124,450,383,44,102,16,0,23,187,73,0,1,50,11,4,78,9,0,6,0.266,0.362,0.488,0.851,0.385,133.3,2.44,,2008
30,°­Á¤È£,08È÷SS,2.41,116,408,362,36,98,18,1,8,142,47,3,1,31,5,1,65,12,7,3,0.271,0.334,0.392,0.726,0.334,99.4,2.41,,2008
1,±èÇö¼ö,09µÎLF,6.88,133,572,482,97,172,31,6,23,284,104,6,6,80,4,5,59,7,0,6,0.357,0.448,0.589,1.037,0.452,169.5,6.88,,2009
2,Á¤±Ù¿ì,09S2B,6.86,127,565,480,98,168,29,4,9,232,59,53,13,67,11,1,55,8,2,5,0.35,0.437,0.483,0.92,0.417,145.9,6.86,,2009
3,±è»óÇö,09LK3B,5.87,121,496,448,77,141,30,2,36,283,127,7,5,41,6,1,103,11,0,1,0.315,0.379,0.632,1.011,0.431,155.4,5.87,,2009
4,¹Ú¿ëÅÃ,09LLF,5.79,111,506,452,91,168,31,5,18,263,74,22,3,36,6,2,63,15,3,9,0.372,0.418,0.582,0.999,0.433,156.5,5.79,,2009
5,±èµ¿ÁÖ,09µÎ3B,5.76,105,426,354,63,125,28,0,19,210,86,3,1,61,8,10,55,17,0,3,0.353,0.455,0.593,1.049,0.454,170.9,5.76,,2009
6,ÀÌÅÃ±Ù,09È÷CF,5.29,123,538,456,84,142,26,0,15,213,66,43,8,64,13,5,59,13,1,4,0.311,0.408,0.467,0.875,0.394,129.1,5.29,,2009
7,ÃÖÈñ¼·,09K1B,5.13,131,545,435,98,134,23,0,33,256,100,2,4,96,7,13,108,14,0,7,0.308,0.435,0.589,1.023,0.437,159.4,5.13,,2009
8,ÆäÅ¸Áö´Ï,09LDH,5.12,115,498,388,62,129,16,0,26,223,100,2,0,97,7,9,70,7,0,6,0.332,0.468,0.575,1.043,0.454,170.5,5.12,,2009
9,ÀÌ´ëÈ£,09·Ô3B,4.84,133,549,478,73,140,28,1,28,254,100,0,0,51,16,3,65,13,0,4,0.293,0.377,0.531,0.908,0.396,131.3,4.84,,2009
10,°­µ¿¿ì,09ÇÑCF,4.55,128,585,506,88,153,30,2,10,217,48,27,3,69,1,0,58,6,4,5,0.302,0.384,0.429,0.813,0.369,112.5,4.55,,2009
11,°­ºÀ±Ô,09»ïRF,4.44,126,529,449,89,139,24,2,20,227,78,20,3,69,4,2,61,15,6,1,0.31,0.405,0.506,0.911,0.401,134.1,4.44,,2009
12,È«¼ºÈç,09·ÔDH,4.19,119,487,426,71,158,33,0,12,227,64,9,3,49,5,1,55,15,0,7,0.371,0.435,0.533,0.968,0.432,155.4,4.19,,2009
13,¹Ú¼®¹Î,09»ï3B,4.16,97,375,295,63,84,17,0,24,173,62,0,0,54,17,4,66,5,2,7,0.285,0.416,0.586,1.002,0.426,150.1,4.16,,2009
14,±èÅÂ¿Ï,09ÇÑRF,4.03,112,446,360,62,104,17,2,23,194,68,1,1,72,11,4,89,6,0,3,0.289,0.419,0.539,0.958,0.42,146.1,4.03,,2009
15,°­Á¤È£,09È÷SS,3.98,133,538,476,73,136,33,2,23,242,81,3,2,45,4,2,81,18,8,5,0.286,0.349,0.508,0.858,0.368,112.0,3.98,,2009
16,Å¬¶ô,09È÷LF,3.88,125,559,486,85,141,24,4,24,245,90,23,8,65,3,2,85,14,0,2,0.29,0.376,0.504,0.88,0.386,124.1,3.88,,2009
17,ÀÌ¹üÈ£,09ÇÑ3B,3.83,126,499,436,64,124,21,0,25,220,79,3,1,53,7,5,70,10,0,3,0.284,0.369,0.505,0.873,0.382,121.0,3.83,,2009
18,±è¿ø¼·,09KCF,3.62,101,426,356,74,107,14,9,8,163,43,20,10,56,6,1,55,8,5,3,0.301,0.401,0.458,0.859,0.385,123.7,3.62,,2009
19,ÀÌµµÇü,09ÇÑC,3.5,98,320,280,33,89,15,1,12,142,56,0,0,37,2,0,40,11,0,1,0.318,0.4,0.507,0.907,0.405,136.3,3.5,,2009
20,È²Àç±Õ,09È÷3B,3.5,133,608,536,86,152,27,5,18,243,63,30,15,55,3,0,100,11,6,8,0.284,0.349,0.453,0.802,0.354,102.5,3.5,,2009
21,½Å¸íÃ¶,09»ï2B,3.42,124,485,423,71,123,17,2,20,204,61,21,6,48,1,1,72,10,10,3,0.291,0.362,0.482,0.844,0.366,110.8,3.42,,2009
22,Á¤¼ºÈÆ,09L3B,3.39,121,494,419,62,126,19,2,10,179,70,5,0,59,4,2,46,10,8,4,0.301,0.389,0.427,0.816,0.367,111.2,3.39,,2009
23,¼ÛÁö¸¸,09È÷RF,3.37,115,439,374,69,108,15,3,22,195,67,10,3,52,8,1,122,10,1,4,0.289,0.384,0.521,0.905,0.396,130.9,3.37,,2009
24,¹ÚÀç»ó,09SLF,3.35,133,614,515,84,152,31,4,15,236,81,33,11,68,6,1,107,7,20,5,0.295,0.381,0.458,0.839,0.365,110.4,3.35,,2009
25,¼Õ½ÃÇå,09µÎSS,3.32,121,476,412,56,119,22,3,11,180,59,6,3,42,12,1,67,5,7,3,0.289,0.369,0.437,0.806,0.36,106.5,3.32,,2009
26,ÃÖÁ¤,09S3B,3.3,99,410,339,63,90,15,0,19,162,58,11,0,40,22,0,64,6,6,3,0.265,0.376,0.478,0.854,0.376,118.0,3.3,,2009
27,±èÅÂ±Õ,09ÇÑ1B,3.18,95,389,336,63,111,15,0,19,183,62,0,0,45,6,4,71,12,0,2,0.33,0.417,0.545,0.961,0.422,147.7,3.18,,2009
28,°¡¸£½Ã¾Æ,09·ÔRF,3.08,130,539,467,72,124,29,1,29,242,84,4,3,62,5,2,124,11,0,5,0.266,0.354,0.518,0.873,0.378,119.2,3.08,,2009
29,ÃÖÇü¿ì,09»ïLF,2.97,113,481,415,70,118,24,0,23,211,83,1,2,53,9,4,60,12,1,3,0.284,0.375,0.508,0.883,0.386,124.0,2.97,,2009
30,¾çÁØÇõ,09»ïDH,2.71,82,322,249,51,82,16,0,11,131,48,3,4,63,4,4,24,7,1,5,0.329,0.464,0.526,0.99,0.438,158.6,2.71,,2009
1,ÀÌ´ëÈ£,10·Ô3B,8.82,127,552,478,99,174,13,0,44,319,133,0,2,61,10,6,77,15,0,3,0.364,0.444,0.667,1.111,0.482,192.4,8.82,,2010
2,Á¶ÀÎ¼º,10LC,5.96,133,511,457,69,145,24,1,28,255,107,2,0,41,3,8,83,19,5,5,0.317,0.374,0.558,0.932,0.401,140.0,5.96,,2010
3,±èÇö¼ö,10µÎLF,5.24,132,565,473,88,150,29,0,24,251,89,4,8,78,6,6,64,9,0,8,0.317,0.414,0.531,0.945,0.419,152.0,5.24,,2010
4,È«¼ºÈç,10·ÔDH,5.15,111,498,431,88,151,28,1,26,259,116,2,2,54,7,3,49,18,1,5,0.35,0.427,0.601,1.028,0.451,171.9,5.15,,2010
5,ÃÖÁ¤,10S3B,5.07,123,493,400,84,120,31,1,20,213,80,12,4,49,20,0,72,7,16,8,0.3,0.396,0.533,0.929,0.4,138.8,5.07,,2010
6,°­¹ÎÈ£,10·ÔC,5.04,117,465,410,66,125,19,1,23,215,72,2,7,42,8,1,65,16,0,5,0.305,0.376,0.524,0.901,0.4,138.5,5.04,,2010
7,¹Ú¼®¹Î,10»ï3B,4.9,112,457,356,58,108,18,0,15,171,64,3,2,76,15,4,84,14,5,5,0.303,0.44,0.48,0.921,0.415,148.8,4.9,,2010
8,°­Á¤È£,10³ØSS,4.79,133,522,449,60,135,30,2,12,205,58,2,2,61,7,6,87,14,3,2,0.301,0.391,0.457,0.848,0.383,127.6,4.79,,2010
9,Á¶¼ºÈ¯,10·Ô2B,4.33,111,458,414,83,139,31,0,8,194,52,8,2,35,4,1,58,8,2,3,0.336,0.39,0.469,0.859,0.391,132.2,4.33,,2010
10,ÃÖÇü¿ì,10»ïLF,4.27,121,506,420,71,117,29,1,24,220,97,4,0,71,8,5,91,13,2,5,0.279,0.389,0.524,0.913,0.401,139.3,4.27,,2010
11,¹ÚÁ¤±Ç,10S1B,3.94,124,505,431,76,132,19,4,18,213,76,17,5,63,5,8,89,7,2,4,0.306,0.398,0.494,0.892,0.396,136.6,3.94,,2010
12,ÃÖÁØ¼®,10µÎ1B,3.86,127,482,424,63,136,26,1,22,230,82,0,5,50,5,5,83,17,1,2,0.321,0.397,0.542,0.94,0.415,149.4,3.86,,2010
13,ÀÌ¿ë±Ô,10KCF,3.84,129,555,472,74,145,19,1,3,175,51,25,12,64,9,2,50,10,7,3,0.307,0.398,0.371,0.769,0.361,112.8,3.84,,2010
14,¹Ú°æ¿Ï,10SC,3.78,129,472,381,51,100,20,0,14,162,67,1,1,46,27,2,88,11,15,3,0.262,0.379,0.425,0.804,0.359,111.8,3.78,,2010
15,¾çÀÇÁö,10µÎC,3.71,127,430,374,48,100,14,1,20,176,68,4,1,40,8,1,68,12,5,3,0.267,0.348,0.471,0.819,0.363,114.1,3.71,,2010
16,ÃÖÈñ¼·,10K1B,3.63,126,532,444,78,127,22,1,21,214,84,4,3,81,4,7,109,17,0,3,0.286,0.399,0.482,0.881,0.395,135.9,3.63,,2010
17,±è°­¹Î,10SCF,3.43,115,450,401,74,127,19,2,10,180,72,23,9,33,2,0,51,5,11,3,0.317,0.369,0.449,0.818,0.365,115.3,3.43,,2010
18,¹ÚÇÑÀÌ,10»ïRF,3.4,128,470,379,64,114,21,2,11,172,63,5,4,73,3,2,54,10,10,5,0.301,0.413,0.454,0.867,0.389,131.4,3.4,,2010
19,ÀÌÁ¾¿í,10µÎCF,3.38,114,471,413,66,129,16,2,5,164,45,30,13,45,4,1,46,3,6,3,0.312,0.383,0.397,0.78,0.36,112.3,3.38,,2010
